AddressofRecordZIPCode,SnapshotDate,PrimaryAreaOfPractice,CountOfLicensees
95061,6/1/2019,Emergency Medicine,0
95061,6/1/2019,Obstetrics and Gynecology,0
95061,6/1/2019,Cardiology,0
95061,6/1/2019,Orthopedic Surgery,0
95061,6/1/2019,Ophthalmology,0
95061,6/1/2019,Pathology,0
95061,6/1/2019,General Surgery,0
95061,6/1/2019,Dermatology,0
95061,6/1/2019,Gastroenterology,0
95061,6/1/2019,General Practice,0
95061,6/1/2019,Neurology,0
95061,6/1/2019,Oncology,0
95061,6/1/2019,Otolaryngology,0
95061,6/1/2019,Urology,0
95061,6/1/2019,Plastic Surgery,0
95061,6/1/2019,Nephrology,0
95061,6/1/2019,Pulmonary,0
95061,6/1/2019,Physical Medicine and Rehabilitation,0
95061,6/1/2019,Infectious Disease,0
95061,6/1/2019,Endocrinology,0
95061,6/1/2019,All Other Specialties,1
95061,6/1/2019,No Response,0
95062,6/1/2019,Internal Medicine,13
95062,6/1/2019,Family Medicine,21
95062,6/1/2019,Pediatrics,14
95062,6/1/2019,Psychiatry,6
95062,6/1/2019,Anesthesiology,1
95062,6/1/2019,Radiology,7
95062,6/1/2019,Emergency Medicine,4
95062,6/1/2019,Obstetrics and Gynecology,1
95062,6/1/2019,Cardiology,4
95062,6/1/2019,Orthopedic Surgery,0
95062,6/1/2019,Ophthalmology,4
95062,6/1/2019,Pathology,1
95062,6/1/2019,General Surgery,0
95062,6/1/2019,Dermatology,1
95062,6/1/2019,Gastroenterology,0
95062,6/1/2019,General Practice,0
95062,6/1/2019,Neurology,1
95062,6/1/2019,Oncology,1
95062,6/1/2019,Otolaryngology,0
95062,6/1/2019,Urology,0
95062,6/1/2019,Plastic Surgery,0
95062,6/1/2019,Nephrology,3
95062,6/1/2019,Pulmonary,1
95062,6/1/2019,Physical Medicine and Rehabilitation,1
95062,6/1/2019,Infectious Disease,2
95062,6/1/2019,Endocrinology,0
95062,6/1/2019,All Other Specialties,14
95062,6/1/2019,No Response,21
95063,6/1/2019,Internal Medicine,0
95063,6/1/2019,Family Medicine,0
95063,6/1/2019,Pediatrics,1
95063,6/1/2019,Psychiatry,1
95063,6/1/2019,Anesthesiology,0
95063,6/1/2019,Radiology,0
95063,6/1/2019,Emergency Medicine,0
95063,6/1/2019,Obstetrics and Gynecology,0
95063,6/1/2019,Cardiology,0
95063,6/1/2019,Orthopedic Surgery,0
95063,6/1/2019,Ophthalmology,0
95063,6/1/2019,Pathology,0
95063,6/1/2019,General Surgery,0
95063,6/1/2019,Dermatology,0
95063,6/1/2019,Gastroenterology,0
95063,6/1/2019,General Practice,1
95063,6/1/2019,Neurology,0
95063,6/1/2019,Oncology,0
95063,6/1/2019,Otolaryngology,0
95063,6/1/2019,Urology,0
95063,6/1/2019,Plastic Surgery,0
95063,6/1/2019,Nephrology,0
95063,6/1/2019,Pulmonary,0
95063,6/1/2019,Physical Medicine and Rehabilitation,0
95063,6/1/2019,Infectious Disease,0
95063,6/1/2019,Endocrinology,0
95063,6/1/2019,All Other Specialties,1
95063,6/1/2019,No Response,0
95064,6/1/2019,Internal Medicine,0
95064,6/1/2019,Family Medicine,3
95064,6/1/2019,Pediatrics,0
95064,6/1/2019,Psychiatry,1
95064,6/1/2019,Anesthesiology,0
95064,6/1/2019,Radiology,0
95064,6/1/2019,Emergency Medicine,0
95064,6/1/2019,Obstetrics and Gynecology,1
95064,6/1/2019,Cardiology,0
95064,6/1/2019,Orthopedic Surgery,0
95064,6/1/2019,Ophthalmology,0
95064,6/1/2019,Pathology,0
95064,6/1/2019,General Surgery,0
95064,6/1/2019,Dermatology,0
95064,6/1/2019,Gastroenterology,0
95064,6/1/2019,General Practice,0
95064,6/1/2019,Neurology,0
95064,6/1/2019,Oncology,0
95064,6/1/2019,Otolaryngology,0
95064,6/1/2019,Urology,0
95064,6/1/2019,Plastic Surgery,0
95064,6/1/2019,Nephrology,0
95064,6/1/2019,Pulmonary,0
95064,6/1/2019,Physical Medicine and Rehabilitation,0
95064,6/1/2019,Infectious Disease,0
95064,6/1/2019,Endocrinology,0
95064,6/1/2019,All Other Specialties,0
95064,6/1/2019,No Response,2
95065,6/1/2019,Internal Medicine,19
95065,6/1/2019,Family Medicine,9
95065,6/1/2019,Pediatrics,2
95065,6/1/2019,Psychiatry,8
95065,6/1/2019,Anesthesiology,8
95065,6/1/2019,Radiology,14
95065,6/1/2019,Emergency Medicine,7
95065,6/1/2019,Obstetrics and Gynecology,10
95065,6/1/2019,Cardiology,2
95065,6/1/2019,Orthopedic Surgery,4
95065,6/1/2019,Ophthalmology,5
95065,6/1/2019,Pathology,0
95065,6/1/2019,General Surgery,8
95065,6/1/2019,Dermatology,2
95065,6/1/2019,Gastroenterology,8
95065,6/1/2019,General Practice,0
95065,6/1/2019,Neurology,5
95065,6/1/2019,Oncology,6
95065,6/1/2019,Otolaryngology,0
95065,6/1/2019,Urology,6
95065,6/1/2019,Plastic Surgery,4
95065,6/1/2019,Nephrology,2
95065,6/1/2019,Pulmonary,2
95065,6/1/2019,Physical Medicine and Rehabilitation,6
95065,6/1/2019,Infectious Disease,2
95065,6/1/2019,Endocrinology,1
95065,6/1/2019,All Other Specialties,15
95065,6/1/2019,No Response,15
95066,6/1/2019,Internal Medicine,4
95066,6/1/2019,Family Medicine,7
95066,6/1/2019,Pediatrics,2
95066,6/1/2019,Psychiatry,2
95066,6/1/2019,Anesthesiology,1
95066,6/1/2019,Radiology,0
95066,6/1/2019,Emergency Medicine,2
95066,6/1/2019,Obstetrics and Gynecology,0
95066,6/1/2019,Cardiology,1
95066,6/1/2019,Orthopedic Surgery,0
95066,6/1/2019,Ophthalmology,0
95066,6/1/2019,Pathology,0
95066,6/1/2019,General Surgery,0
95066,6/1/2019,Dermatology,0
95066,6/1/2019,Gastroenterology,0
95066,6/1/2019,General Practice,1
95066,6/1/2019,Neurology,1
95066,6/1/2019,Oncology,0
95066,6/1/2019,Otolaryngology,0
95066,6/1/2019,Urology,0
95066,6/1/2019,Plastic Surgery,1
95066,6/1/2019,Nephrology,0
95066,6/1/2019,Pulmonary,0
95066,6/1/2019,Physical Medicine and Rehabilitation,0
95066,6/1/2019,Infectious Disease,1
95066,6/1/2019,Endocrinology,0
95066,6/1/2019,All Other Specialties,7
95066,6/1/2019,No Response,8
95067,6/1/2019,Internal Medicine,1
95067,6/1/2019,Family Medicine,1
95067,6/1/2019,Pediatrics,0
95067,6/1/2019,Psychiatry,0
95067,6/1/2019,Anesthesiology,0
95067,6/1/2019,Radiology,0
95067,6/1/2019,Emergency Medicine,0
95067,6/1/2019,Obstetrics and Gynecology,0
95067,6/1/2019,Cardiology,0
95067,6/1/2019,Orthopedic Surgery,0
95067,6/1/2019,Ophthalmology,0
95067,6/1/2019,Pathology,0
95067,6/1/2019,General Surgery,0
95067,6/1/2019,Dermatology,0
95067,6/1/2019,Gastroenterology,0
95067,6/1/2019,General Practice,0
95067,6/1/2019,Neurology,0
95067,6/1/2019,Oncology,0
95067,6/1/2019,Otolaryngology,0
95067,6/1/2019,Urology,0
95067,6/1/2019,Plastic Surgery,0
95067,6/1/2019,Nephrology,0
95067,6/1/2019,Pulmonary,0
95067,6/1/2019,Physical Medicine and Rehabilitation,0
95067,6/1/2019,Infectious Disease,0
95067,6/1/2019,Endocrinology,0
95067,6/1/2019,All Other Specialties,1
95067,6/1/2019,No Response,0
95070,6/1/2019,Internal Medicine,18
95070,6/1/2019,Family Medicine,4
95070,6/1/2019,Pediatrics,16
95070,6/1/2019,Psychiatry,2
95070,6/1/2019,Anesthesiology,6
95070,6/1/2019,Radiology,8
95070,6/1/2019,Emergency Medicine,6
95070,6/1/2019,Obstetrics and Gynecology,6
95070,6/1/2019,Cardiology,3
95070,6/1/2019,Orthopedic Surgery,1
95070,6/1/2019,Ophthalmology,7
95070,6/1/2019,Pathology,2
95070,6/1/2019,General Surgery,4
95070,6/1/2019,Dermatology,2
95070,6/1/2019,Gastroenterology,1
95070,6/1/2019,General Practice,6
95070,6/1/2019,Neurology,1
95070,6/1/2019,Oncology,1
95070,6/1/2019,Otolaryngology,3
95070,6/1/2019,Urology,2
95070,6/1/2019,Plastic Surgery,2
95070,6/1/2019,Nephrology,1
95070,6/1/2019,Pulmonary,1
95070,6/1/2019,Physical Medicine and Rehabilitation,1
95070,6/1/2019,Infectious Disease,0
95070,6/1/2019,Endocrinology,1
95070,6/1/2019,All Other Specialties,19
95070,6/1/2019,No Response,33
95071,6/1/2019,Internal Medicine,0
95071,6/1/2019,Family Medicine,0
95071,6/1/2019,Pediatrics,0
95071,6/1/2019,Psychiatry,0
95071,6/1/2019,Anesthesiology,0
95071,6/1/2019,Radiology,0
95071,6/1/2019,Emergency Medicine,1
95071,6/1/2019,Obstetrics and Gynecology,0
95071,6/1/2019,Cardiology,0
95071,6/1/2019,Orthopedic Surgery,0
95071,6/1/2019,Ophthalmology,0
95071,6/1/2019,Pathology,0
95071,6/1/2019,General Surgery,0
95071,6/1/2019,Dermatology,0
95071,6/1/2019,Gastroenterology,0
95071,6/1/2019,General Practice,0
95071,6/1/2019,Neurology,0
95071,6/1/2019,Oncology,0
95071,6/1/2019,Otolaryngology,0
95071,6/1/2019,Urology,0
95071,6/1/2019,Plastic Surgery,0
95071,6/1/2019,Nephrology,0
95071,6/1/2019,Pulmonary,0
95071,6/1/2019,Physical Medicine and Rehabilitation,0
95071,6/1/2019,Infectious Disease,0
95071,6/1/2019,Endocrinology,0
95071,6/1/2019,All Other Specialties,1
95071,6/1/2019,No Response,0
95073,6/1/2019,Internal Medicine,2
95073,6/1/2019,Family Medicine,8
95073,6/1/2019,Pediatrics,1
95073,6/1/2019,Psychiatry,2
95073,6/1/2019,Anesthesiology,2
95073,6/1/2019,Radiology,1
95073,6/1/2019,Emergency Medicine,0
95073,6/1/2019,Obstetrics and Gynecology,2
95073,6/1/2019,Cardiology,1
95073,6/1/2019,Orthopedic Surgery,4
95073,6/1/2019,Ophthalmology,0
95073,6/1/2019,Pathology,0
95073,6/1/2019,General Surgery,0
95073,6/1/2019,Dermatology,8
95073,6/1/2019,Gastroenterology,0
95073,6/1/2019,General Practice,3
95073,6/1/2019,Neurology,0
95073,6/1/2019,Oncology,0
95073,6/1/2019,Otolaryngology,2
95073,6/1/2019,Urology,0
95073,6/1/2019,Plastic Surgery,2
95073,6/1/2019,Nephrology,0
95073,6/1/2019,Pulmonary,0
95073,6/1/2019,Physical Medicine and Rehabilitation,1
95073,6/1/2019,Infectious Disease,0
95073,6/1/2019,Endocrinology,0
95073,6/1/2019,All Other Specialties,7
95073,6/1/2019,No Response,4
95076,6/1/2019,Internal Medicine,11
95076,6/1/2019,Family Medicine,23
95076,6/1/2019,Pediatrics,7
95076,6/1/2019,Psychiatry,3
95076,6/1/2019,Anesthesiology,2
95076,6/1/2019,Radiology,1
95076,6/1/2019,Emergency Medicine,5
95076,6/1/2019,Obstetrics and Gynecology,4
95076,6/1/2019,Cardiology,3
95076,6/1/2019,Orthopedic Surgery,1
95076,6/1/2019,Ophthalmology,0
95076,6/1/2019,Pathology,1
95076,6/1/2019,General Surgery,1
95076,6/1/2019,Dermatology,0
95076,6/1/2019,Gastroenterology,0
95076,6/1/2019,General Practice,5
95076,6/1/2019,Neurology,1
95076,6/1/2019,Oncology,0
95076,6/1/2019,Otolaryngology,0
95076,6/1/2019,Urology,2
95076,6/1/2019,Plastic Surgery,0
95076,6/1/2019,Nephrology,0
95076,6/1/2019,Pulmonary,0
95076,6/1/2019,Physical Medicine and Rehabilitation,0
95076,6/1/2019,Infectious Disease,0
95076,6/1/2019,Endocrinology,0
95076,6/1/2019,All Other Specialties,4
95076,6/1/2019,No Response,17
95077,6/1/2019,Internal Medicine,0
95077,6/1/2019,Family Medicine,0
95077,6/1/2019,Pediatrics,0
95077,6/1/2019,Psychiatry,0
95077,6/1/2019,Anesthesiology,0
95077,6/1/2019,Radiology,0
95077,6/1/2019,Emergency Medicine,0
95077,6/1/2019,Obstetrics and Gynecology,0
95077,6/1/2019,Cardiology,0
95077,6/1/2019,Orthopedic Surgery,0
95077,6/1/2019,Ophthalmology,0
95077,6/1/2019,Pathology,0
95077,6/1/2019,General Surgery,0
95077,6/1/2019,Dermatology,0
95077,6/1/2019,Gastroenterology,0
95077,6/1/2019,General Practice,0
95077,6/1/2019,Neurology,0
95077,6/1/2019,Oncology,0
95077,6/1/2019,Otolaryngology,0
95077,6/1/2019,Urology,0
95077,6/1/2019,Plastic Surgery,0
95077,6/1/2019,Nephrology,0
95077,6/1/2019,Pulmonary,0
95077,6/1/2019,Physical Medicine and Rehabilitation,0
95077,6/1/2019,Infectious Disease,0
95077,6/1/2019,Endocrinology,0
95077,6/1/2019,All Other Specialties,0
95077,6/1/2019,No Response,1
95110,6/1/2019,Internal Medicine,6
95110,6/1/2019,Family Medicine,5
95110,6/1/2019,Pediatrics,3
95110,6/1/2019,Psychiatry,2
95110,6/1/2019,Anesthesiology,0
95110,6/1/2019,Radiology,0
95110,6/1/2019,Emergency Medicine,1
95110,6/1/2019,Obstetrics and Gynecology,7
95110,6/1/2019,Cardiology,0
95110,6/1/2019,Orthopedic Surgery,0
95110,6/1/2019,Ophthalmology,0
95110,6/1/2019,Pathology,0
95110,6/1/2019,General Surgery,0
95110,6/1/2019,Dermatology,0
95110,6/1/2019,Gastroenterology,0
95110,6/1/2019,General Practice,0
95110,6/1/2019,Neurology,0
95110,6/1/2019,Oncology,0
95110,6/1/2019,Otolaryngology,0
95110,6/1/2019,Urology,0
95110,6/1/2019,Plastic Surgery,0
95110,6/1/2019,Nephrology,0
95110,6/1/2019,Pulmonary,0
95110,6/1/2019,Physical Medicine and Rehabilitation,0
95110,6/1/2019,Infectious Disease,0
95110,6/1/2019,Endocrinology,0
95110,6/1/2019,All Other Specialties,1
95110,6/1/2019,No Response,2
95111,6/1/2019,Internal Medicine,4
95111,6/1/2019,Family Medicine,6
95111,6/1/2019,Pediatrics,3
95111,6/1/2019,Psychiatry,3
95111,6/1/2019,Anesthesiology,0
95111,6/1/2019,Radiology,0
95111,6/1/2019,Emergency Medicine,0
95111,6/1/2019,Obstetrics and Gynecology,0
95111,6/1/2019,Cardiology,0
95111,6/1/2019,Orthopedic Surgery,0
95111,6/1/2019,Ophthalmology,0
95111,6/1/2019,Pathology,0
95111,6/1/2019,General Surgery,0
95111,6/1/2019,Dermatology,1
95111,6/1/2019,Gastroenterology,0
95111,6/1/2019,General Practice,1
95111,6/1/2019,Neurology,0
95111,6/1/2019,Oncology,0
95111,6/1/2019,Otolaryngology,0
95111,6/1/2019,Urology,0
95111,6/1/2019,Plastic Surgery,0
95111,6/1/2019,Nephrology,0
95111,6/1/2019,Pulmonary,0
95111,6/1/2019,Physical Medicine and Rehabilitation,0
95111,6/1/2019,Infectious Disease,0
95111,6/1/2019,Endocrinology,0
95111,6/1/2019,All Other Specialties,1
95111,6/1/2019,No Response,7
95112,6/1/2019,Internal Medicine,7
95112,6/1/2019,Family Medicine,11
95112,6/1/2019,Pediatrics,4
95112,6/1/2019,Psychiatry,7
95112,6/1/2019,Anesthesiology,3
95112,6/1/2019,Radiology,0
95112,6/1/2019,Emergency Medicine,1
95112,6/1/2019,Obstetrics and Gynecology,1
95112,6/1/2019,Cardiology,1
95112,6/1/2019,Orthopedic Surgery,1
95112,6/1/2019,Ophthalmology,1
95112,6/1/2019,Pathology,0
95112,6/1/2019,General Surgery,0
95112,6/1/2019,Dermatology,0
95112,6/1/2019,Gastroenterology,0
95112,6/1/2019,General Practice,2
95112,6/1/2019,Neurology,0
95112,6/1/2019,Oncology,1
95112,6/1/2019,Otolaryngology,0
95112,6/1/2019,Urology,0
95112,6/1/2019,Plastic Surgery,0
95112,6/1/2019,Nephrology,0
95112,6/1/2019,Pulmonary,0
95112,6/1/2019,Physical Medicine and Rehabilitation,0
95112,6/1/2019,Infectious Disease,0
95112,6/1/2019,Endocrinology,1
95112,6/1/2019,All Other Specialties,7
95112,6/1/2019,No Response,15
95113,6/1/2019,Internal Medicine,1
95113,6/1/2019,Family Medicine,0
95113,6/1/2019,Pediatrics,0
95113,6/1/2019,Psychiatry,2
95113,6/1/2019,Anesthesiology,0
95113,6/1/2019,Radiology,0
95113,6/1/2019,Emergency Medicine,0
95113,6/1/2019,Obstetrics and Gynecology,0
95113,6/1/2019,Cardiology,0
95113,6/1/2019,Orthopedic Surgery,0
95113,6/1/2019,Ophthalmology,0
95113,6/1/2019,Pathology,0
95113,6/1/2019,General Surgery,0
95113,6/1/2019,Dermatology,0
95113,6/1/2019,Gastroenterology,0
95113,6/1/2019,General Practice,1
95113,6/1/2019,Neurology,0
95113,6/1/2019,Oncology,0
95113,6/1/2019,Otolaryngology,0
95113,6/1/2019,Urology,0
95113,6/1/2019,Plastic Surgery,0
95113,6/1/2019,Nephrology,0
95113,6/1/2019,Pulmonary,0
95113,6/1/2019,Physical Medicine and Rehabilitation,0
95113,6/1/2019,Infectious Disease,0
95113,6/1/2019,Endocrinology,0
95113,6/1/2019,All Other Specialties,1
95113,6/1/2019,No Response,1
95116,6/1/2019,Internal Medicine,38
95116,6/1/2019,Family Medicine,11
95116,6/1/2019,Pediatrics,21
95116,6/1/2019,Psychiatry,5
95116,6/1/2019,Anesthesiology,4
95116,6/1/2019,Radiology,1
95116,6/1/2019,Emergency Medicine,11
95116,6/1/2019,Obstetrics and Gynecology,7
95116,6/1/2019,Cardiology,7
95116,6/1/2019,Orthopedic Surgery,2
95116,6/1/2019,Ophthalmology,7
95116,6/1/2019,Pathology,2
95116,6/1/2019,General Surgery,7
95116,6/1/2019,Dermatology,0
95116,6/1/2019,Gastroenterology,11
95116,6/1/2019,General Practice,3
95116,6/1/2019,Neurology,3
95116,6/1/2019,Oncology,3
95116,6/1/2019,Otolaryngology,1
95116,6/1/2019,Urology,2
95116,6/1/2019,Plastic Surgery,1
95116,6/1/2019,Nephrology,3
95116,6/1/2019,Pulmonary,0
95116,6/1/2019,Physical Medicine and Rehabilitation,1
95116,6/1/2019,Infectious Disease,0
95116,6/1/2019,Endocrinology,1
95116,6/1/2019,All Other Specialties,11
95116,6/1/2019,No Response,27
95117,6/1/2019,Internal Medicine,2
95117,6/1/2019,Family Medicine,0
95117,6/1/2019,Pediatrics,2
95117,6/1/2019,Psychiatry,1
95117,6/1/2019,Anesthesiology,1
95117,6/1/2019,Radiology,0
95117,6/1/2019,Emergency Medicine,0
95117,6/1/2019,Obstetrics and Gynecology,1
95117,6/1/2019,Cardiology,0
95117,6/1/2019,Orthopedic Surgery,0
95117,6/1/2019,Ophthalmology,2
95117,6/1/2019,Pathology,0
95117,6/1/2019,General Surgery,0
95117,6/1/2019,Dermatology,1
95117,6/1/2019,Gastroenterology,0
95117,6/1/2019,General Practice,0
95117,6/1/2019,Neurology,0
95117,6/1/2019,Oncology,0
95117,6/1/2019,Otolaryngology,0
95117,6/1/2019,Urology,0
95117,6/1/2019,Plastic Surgery,0
95117,6/1/2019,Nephrology,0
95117,6/1/2019,Pulmonary,0
95117,6/1/2019,Physical Medicine and Rehabilitation,0
95117,6/1/2019,Infectious Disease,0
95117,6/1/2019,Endocrinology,0
95117,6/1/2019,All Other Specialties,10
95117,6/1/2019,No Response,0
95118,6/1/2019,Internal Medicine,1
95118,6/1/2019,Family Medicine,1
95118,6/1/2019,Pediatrics,1
95118,6/1/2019,Psychiatry,1
95118,6/1/2019,Anesthesiology,1
95118,6/1/2019,Radiology,0
95118,6/1/2019,Emergency Medicine,0
95118,6/1/2019,Obstetrics and Gynecology,0
95118,6/1/2019,Cardiology,0
95118,6/1/2019,Orthopedic Surgery,0
95118,6/1/2019,Ophthalmology,0
95118,6/1/2019,Pathology,0
95118,6/1/2019,General Surgery,0
95118,6/1/2019,Dermatology,0
95118,6/1/2019,Gastroenterology,0
95118,6/1/2019,General Practice,0
95118,6/1/2019,Neurology,0
95118,6/1/2019,Oncology,0
95118,6/1/2019,Otolaryngology,0
95118,6/1/2019,Urology,0
95118,6/1/2019,Plastic Surgery,0
95118,6/1/2019,Nephrology,0
95118,6/1/2019,Pulmonary,0
95118,6/1/2019,Physical Medicine and Rehabilitation,0
95118,6/1/2019,Infectious Disease,0
95118,6/1/2019,Endocrinology,0
95118,6/1/2019,All Other Specialties,0
95118,6/1/2019,No Response,0
95119,6/1/2019,Internal Medicine,64
95119,6/1/2019,Family Medicine,25
95119,6/1/2019,Pediatrics,31
95119,6/1/2019,Psychiatry,8
95119,6/1/2019,Anesthesiology,17
95119,6/1/2019,Radiology,11
95119,6/1/2019,Emergency Medicine,21
95119,6/1/2019,Obstetrics and Gynecology,24
95119,6/1/2019,Cardiology,7
95119,6/1/2019,Orthopedic Surgery,10
95119,6/1/2019,Ophthalmology,1
95119,6/1/2019,Pathology,2
95119,6/1/2019,General Surgery,4
95119,6/1/2019,Dermatology,9
95119,6/1/2019,Gastroenterology,9
95119,6/1/2019,General Practice,1
95119,6/1/2019,Neurology,2
95119,6/1/2019,Oncology,3
95119,6/1/2019,Otolaryngology,5
95119,6/1/2019,Urology,5
95119,6/1/2019,Plastic Surgery,1
95119,6/1/2019,Nephrology,1
95119,6/1/2019,Pulmonary,2
95119,6/1/2019,Physical Medicine and Rehabilitation,4
95119,6/1/2019,Infectious Disease,2
95119,6/1/2019,Endocrinology,3
95119,6/1/2019,All Other Specialties,30
95119,6/1/2019,No Response,62
95120,6/1/2019,Internal Medicine,12
95120,6/1/2019,Family Medicine,5
95120,6/1/2019,Pediatrics,11
95120,6/1/2019,Psychiatry,4
95120,6/1/2019,Anesthesiology,7
95120,6/1/2019,Radiology,3
95120,6/1/2019,Emergency Medicine,2
95120,6/1/2019,Obstetrics and Gynecology,1
95120,6/1/2019,Cardiology,0
95120,6/1/2019,Orthopedic Surgery,1
95120,6/1/2019,Ophthalmology,0
95120,6/1/2019,Pathology,2
95120,6/1/2019,General Surgery,3
95120,6/1/2019,Dermatology,1
95120,6/1/2019,Gastroenterology,0
95120,6/1/2019,General Practice,0
95120,6/1/2019,Neurology,0
95120,6/1/2019,Oncology,0
95120,6/1/2019,Otolaryngology,0
95120,6/1/2019,Urology,0
95120,6/1/2019,Plastic Surgery,0
95120,6/1/2019,Nephrology,0
95120,6/1/2019,Pulmonary,0
95120,6/1/2019,Physical Medicine and Rehabilitation,0
95120,6/1/2019,Infectious Disease,1
95120,6/1/2019,Endocrinology,0
95120,6/1/2019,All Other Specialties,7
95120,6/1/2019,No Response,12
95121,6/1/2019,Internal Medicine,6
95121,6/1/2019,Family Medicine,5
95121,6/1/2019,Pediatrics,5
95121,6/1/2019,Psychiatry,2
95121,6/1/2019,Anesthesiology,2
95121,6/1/2019,Radiology,0
95121,6/1/2019,Emergency Medicine,0
95121,6/1/2019,Obstetrics and Gynecology,1
95121,6/1/2019,Cardiology,0
95121,6/1/2019,Orthopedic Surgery,0
95121,6/1/2019,Ophthalmology,0
95121,6/1/2019,Pathology,0
95121,6/1/2019,General Surgery,0
95121,6/1/2019,Dermatology,0
95121,6/1/2019,Gastroenterology,0
95121,6/1/2019,General Practice,2
95121,6/1/2019,Neurology,0
95121,6/1/2019,Oncology,0
95121,6/1/2019,Otolaryngology,0
95121,6/1/2019,Urology,0
95121,6/1/2019,Plastic Surgery,0
95121,6/1/2019,Nephrology,0
95121,6/1/2019,Pulmonary,0
95121,6/1/2019,Physical Medicine and Rehabilitation,0
95121,6/1/2019,Infectious Disease,0
95121,6/1/2019,Endocrinology,0
95121,6/1/2019,All Other Specialties,3
95121,6/1/2019,No Response,4
95122,6/1/2019,Internal Medicine,8
95122,6/1/2019,Family Medicine,0
95122,6/1/2019,Pediatrics,1
95122,6/1/2019,Psychiatry,1
95122,6/1/2019,Anesthesiology,0
95122,6/1/2019,Radiology,0
95122,6/1/2019,Emergency Medicine,0
95122,6/1/2019,Obstetrics and Gynecology,0
95122,6/1/2019,Cardiology,1
95122,6/1/2019,Orthopedic Surgery,0
95122,6/1/2019,Ophthalmology,2
95122,6/1/2019,Pathology,0
95122,6/1/2019,General Surgery,0
95122,6/1/2019,Dermatology,0
95122,6/1/2019,Gastroenterology,0
95122,6/1/2019,General Practice,0
95122,6/1/2019,Neurology,0
95122,6/1/2019,Oncology,0
95122,6/1/2019,Otolaryngology,0
95122,6/1/2019,Urology,0
95122,6/1/2019,Plastic Surgery,0
95122,6/1/2019,Nephrology,0
95122,6/1/2019,Pulmonary,0
95122,6/1/2019,Physical Medicine and Rehabilitation,0
95122,6/1/2019,Infectious Disease,0
95122,6/1/2019,Endocrinology,0
95122,6/1/2019,All Other Specialties,0
95122,6/1/2019,No Response,2
95123,6/1/2019,Internal Medicine,8
95123,6/1/2019,Family Medicine,8
95123,6/1/2019,Pediatrics,4
95123,6/1/2019,Psychiatry,21
95123,6/1/2019,Anesthesiology,0
95123,6/1/2019,Radiology,3
95123,6/1/2019,Emergency Medicine,1
95123,6/1/2019,Obstetrics and Gynecology,3
95123,6/1/2019,Cardiology,0
95123,6/1/2019,Orthopedic Surgery,0
95123,6/1/2019,Ophthalmology,4
95123,6/1/2019,Pathology,0
95123,6/1/2019,General Surgery,0
95123,6/1/2019,Dermatology,0
95123,6/1/2019,Gastroenterology,0
95123,6/1/2019,General Practice,0
95123,6/1/2019,Neurology,0
95123,6/1/2019,Oncology,0
95123,6/1/2019,Otolaryngology,0
95123,6/1/2019,Urology,0
95123,6/1/2019,Plastic Surgery,0
95123,6/1/2019,Nephrology,0
95123,6/1/2019,Pulmonary,0
95123,6/1/2019,Physical Medicine and Rehabilitation,0
95123,6/1/2019,Infectious Disease,0
95123,6/1/2019,Endocrinology,1
95123,6/1/2019,All Other Specialties,0
95123,6/1/2019,No Response,11
95124,6/1/2019,Internal Medicine,14
95124,6/1/2019,Family Medicine,3
95124,6/1/2019,Pediatrics,16
95124,6/1/2019,Psychiatry,5
95124,6/1/2019,Anesthesiology,1
95124,6/1/2019,Radiology,8
95124,6/1/2019,Emergency Medicine,12
95124,6/1/2019,Obstetrics and Gynecology,8
95124,6/1/2019,Cardiology,15
